Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/customer/owners/36,138,134,3,564.5251884059795,1.593900000443682,10567.46709998697,149.1014492753623,0.23037297266133433,0.22369549519288986,3,3,3,3,3,5400,11000,11000,11000,11000,11000
GET,/api/customer/owners/37,121,117,3,105.00014793346175,1.6638000088278204,10555.325499997707,148.97520661157026,0.20199369342044532,0.19531621595200085,3,3,3,3,3,4,19,1800,11000,11000,11000
GET,/api/customer/owners/38,105,100,3,530.0391095224768,1.6413000121247023,10558.155699982308,148.52380952380952,0.17528378354666743,0.16693693671111184,3,3,3,3,3,5500,11000,11000,11000,11000,11000
GET,/api/customer/owners/39,125,120,3,541.6987247997895,1.727399998344481,10585.908700013533,148.76,0.20867117088888978,0.2003243240533342,3,3,3,3,3,5000,11000,11000,11000,11000,11000
GET,/api/customer/owners/4,110,104,3,269.0955627257195,1.5340999816544354,10557.597100007115,152.21818181818182,0.18363063038222302,0.1736144141795563,3,3,3,3,4,8,5900,7900,11000,11000,11000
GET,/api/customer/owners/40,129,122,3,279.447127905649,1.658199995290488,10552.00200001127,148.31782945736435,0.21534864835733428,0.20366306278755644,3,3,3,3,4,59,10000,11000,11000,11000,11000
GET,/api/customer/owners/41,105,101,3,492.2979495244189,1.6641000111121684,10556.83419998968,148.8190476190476,0.17528378354666743,0.16860630607822297,3,3,3,3,4,6,11000,11000,11000,11000,11000
GET,/api/customer/owners/42,121,117,2,283.78675785348634,1.5245999966282398,10555.360099999234,148.97520661157026,0.20199369342044532,0.19531621595200085,2,3,3,3,3,8,8000,11000,11000,11000,11000
GET,/api/customer/owners/43,120,113,3,518.5656575003426,1.7112999921664596,10555.402600002708,148.19166666666666,0.2003243240533342,0.18863873848355636,3,3,3,3,4,5600,10000,11000,11000,11000,11000
GET,/api/customer/owners/44,138,136,3,446.34380072470844,1.715000020340085,10556.11149998731,149.55072463768116,0.23037297266133433,0.22703423392711208,3,3,3,3,4,77,11000,11000,11000,11000,11000
GET,/api/customer/owners/45,125,118,3,536.5432175996248,1.633200008654967,10551.753300009295,148.264,0.20867117088888978,0.19698558531911198,3,3,3,3,4,5500,11000,11000,11000,11000,11000
GET,/api/customer/owners/46,141,138,3,430.3057382984668,1.4916999789420515,10581.279900012305,149.3404255319149,0.2353810807626677,0.23037297266133433,3,3,3,3,4,8,11000,11000,11000,11000,11000
GET,/api/customer/owners/47,138,131,3,359.41851666501714,1.604699995368719,10551.408200000878,148.42753623188406,0.23037297266133433,0.2186873870915565,3,3,3,3,4,90,8800,11000,11000,11000,11000
GET,/api/customer/owners/48,129,125,3,783.326183721674,1.7081999976653606,10586.533599998802,149.03875968992247,0.21534864835733428,0.20867117088888978,3,3,3,3,6,11000,11000,11000,11000,11000,11000
GET,/api/customer/owners/49,110,108,3,353.93277272788424,1.5992000116966665,10587.050500005716,149.43636363636364,0.18363063038222302,0.18029189164800077,3,3,3,3,3,5,11000,11000,11000,11000,11000
GET,/api/customer/owners/5,112,108,3,664.5684678598108,1.649299985729158,10565.789899992524,151.21428571428572,0.18696936911644527,0.18029189164800077,3,3,3,3,4,9600,11000,11000,11000,11000,11000
GET,/api/customer/owners/50,129,124,3,283.3151062000669,1.626700017368421,10566.689700004645,148.7984496124031,0.21534864835733428,0.2070018015217787,3,3,3,3,4,6,5500,11000,11000,11000,11000
GET,/api/customer/owners/6,126,117,3,781.4022706343889,1.6226999869104475,10580.77110000886,158.57142857142858,0.2103405402560009,0.19531621595200085,3,3,3,3,5,11000,11000,11000,11000,11000,11000
GET,/api/customer/owners/7,125,124,3,276.1765296009835,1.6252999776042998,10580.954700009897,149.424,0.20867117088888978,0.2070018015217787,3,3,3,3,3,5,11000,11000,11000,11000,11000
GET,/api/customer/owners/8,119,117,3,81.13763697602896,1.5765000134706497,6220.878299995093,150.00840336134453,0.19865495468622307,0.19531621595200085,3,3,3,3,3,3,6,3100,6200,6200,6200
GET,/api/customer/owners/9,135,129,3,196.4560466665447,1.6253000067081302,10544.682199979434,151.9777777777778,0.225364864560001,0.21534864835733428,3,3,3,3,3,3,5600,10000,11000,11000,11000
GET,/api/vet/vets,4262,3968,3,2.778940661653552,1.4660999877378345,28.773700003512204,175.38761145002346,7.114852242627586,6.624057648696918,3,3,3,3,4,5,6,6,12,29,29
,Aggregated,20984,20251,3,406.94740972175515,1.414800004567951,10698.833500006003,3940.1480651925276,35.030046799459704,33.80639905336726,3,3,3,3,4,8,11000,11000,11000,11000,11000
