Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1760990116,160,GET,/api/customer/owners/23,0.100000,0.100000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,1,1,10555.567700008396,10555.567700008396,10555.567700008396,10555.567700008396,150.0
1760990116,160,GET,/api/customer/owners/24,0.000000,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,1,1,10554.384799994295,10554.384799994295,10554.384799994295,10554.384799994295,150.0
1760990116,160,GET,/api/customer/owners/25,0.000000,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,1,1,10554.094699997222,10554.094699997222,10554.094699997222,10554.094699997222,150.0
1760990116,160,GET,/api/customer/owners/26,0.200000,0.200000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,2,2,10556.19599999045,10554.097499989439,10551.998999988427,10556.19599999045,150.0
1760990116,160,GET,/api/customer/owners/27,0.000000,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,1,1,10554.256300005363,10554.256300005363,10554.256300005363,10554.256300005363,150.0
1760990116,160,GET,/api/customer/owners/28,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,2,2,10555.119500000728,10553.316100005759,10551.51270001079,10555.119500000728,150.0
1760990116,160,GET,/api/customer/owners/31,0.000000,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,1,1,10554.178899998078,10554.178899998078,10554.178899998078,10554.178899998078,150.0
1760990116,160,GET,/api/customer/owners/39,0.100000,0.100000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,2,2,10553.983099991456,10551.475749991369,10548.968399991281,10553.983099991456,150.0
1760990116,160,GET,/api/customer/owners/41,0.000000,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,1,1,10554.145999980392,10554.145999980392,10554.145999980392,10554.145999980392,150.0
1760990116,160,GET,/api/customer/owners/5,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,2,2,10565.70720000309,10561.385449997033,10557.063699990977,10565.70720000309,149.0
